original_image,labels
zdjecie_2635,2
zdjecie_2636,2
zdjecie_2637,3
zdjecie_2638,1
zdjecie_2639,1
zdjecie_2640,4
zdjecie_2641,0
zdjecie_2642,1
zdjecie_2643,3
zdjecie_2644,0
zdjecie_2645,0
zdjecie_2646,2
zdjecie_2647,1
zdjecie_2648,0
zdjecie_2649,2
zdjecie_2650,3
zdjecie_2651,4
zdjecie_2652,4
zdjecie_2653,0
zdjecie_2654,2
zdjecie_2655,2
zdjecie_2656,3
zdjecie_2657,2
zdjecie_2658,4
zdjecie_2659,3
zdjecie_2660,2
zdjecie_2661,2
zdjecie_2662,2
zdjecie_2663,2
zdjecie_2664,3
zdjecie_2665,0
zdjecie_2666,2
zdjecie_2667,0
zdjecie_2668,2
zdjecie_2669,3
zdjecie_2670,0
zdjecie_2671,0
zdjecie_2672,2
zdjecie_2673,0
zdjecie_2674,1
zdjecie_2675,0
zdjecie_2676,4
zdjecie_2677,1
zdjecie_2678,1
zdjecie_2679,4
zdjecie_2680,1
zdjecie_2681,2
zdjecie_2682,0
zdjecie_2683,1
zdjecie_2684,1
zdjecie_2685,0
zdjecie_2686,1
zdjecie_2687,0
zdjecie_2688,0
zdjecie_2689,1
zdjecie_2690,0
zdjecie_2691,2
zdjecie_2692,0
zdjecie_2693,0
zdjecie_2694,2
zdjecie_2695,1
zdjecie_2696,0
zdjecie_2697,0
zdjecie_2698,1
zdjecie_2699,3
zdjecie_2700,0
zdjecie_2701,4
zdjecie_2702,2
zdjecie_2703,0
zdjecie_2704,1
zdjecie_2705,4
zdjecie_2706,3
zdjecie_2707,0
zdjecie_2708,2
zdjecie_2709,1
zdjecie_2710,2
zdjecie_2711,2
zdjecie_2712,3
zdjecie_2713,2
zdjecie_2714,2
zdjecie_2715,0
zdjecie_2716,2
zdjecie_2717,0
zdjecie_2718,1
zdjecie_2719,0
zdjecie_2720,1
zdjecie_2721,3
zdjecie_2722,3
zdjecie_2723,3
zdjecie_2724,1
zdjecie_2725,0
zdjecie_2726,0
zdjecie_2727,2
zdjecie_2728,3
zdjecie_2729,0
zdjecie_2730,0
zdjecie_2731,3
zdjecie_2732,3
zdjecie_2733,2
zdjecie_2734,2
zdjecie_2735,0
zdjecie_2736,0
zdjecie_2737,1
zdjecie_2738,0
zdjecie_2739,2
zdjecie_2740,0
zdjecie_2741,0
zdjecie_2742,3
zdjecie_2743,0
zdjecie_2744,2
zdjecie_2745,2
zdjecie_2746,4
zdjecie_2747,2
zdjecie_2748,2
zdjecie_2749,2
zdjecie_2750,2
zdjecie_2751,0
zdjecie_2752,0
zdjecie_2753,0
zdjecie_2754,1
zdjecie_2755,3
zdjecie_2756,1
zdjecie_2757,0
zdjecie_2758,2
zdjecie_2759,0
zdjecie_2760,2
zdjecie_2761,1
zdjecie_2762,0
zdjecie_2763,1
zdjecie_2764,3
zdjecie_2765,1
zdjecie_2766,2
zdjecie_2767,2
zdjecie_2768,3
zdjecie_2769,2
zdjecie_2770,0
zdjecie_2771,0
zdjecie_2772,2
zdjecie_2773,4
zdjecie_2774,1
zdjecie_2775,2
zdjecie_2776,2
zdjecie_2777,0
zdjecie_2778,3
zdjecie_2779,2
zdjecie_2780,0
zdjecie_2781,1
zdjecie_2782,1
zdjecie_2783,1
zdjecie_2784,2
zdjecie_2785,3
zdjecie_2786,1
zdjecie_2787,1
zdjecie_2788,2
zdjecie_2789,2
zdjecie_2790,2
zdjecie_2791,2
zdjecie_2792,2
zdjecie_2793,1
zdjecie_2794,0
zdjecie_2795,3
zdjecie_2796,0
zdjecie_2797,1
zdjecie_2798,3
zdjecie_2799,1
zdjecie_2800,0
zdjecie_2801,2
zdjecie_2802,3
zdjecie_2803,2
zdjecie_2804,2
zdjecie_2805,0
zdjecie_2806,1
zdjecie_2807,0
zdjecie_2808,0
zdjecie_2809,2
zdjecie_2810,3
zdjecie_2811,0
zdjecie_2812,2
zdjecie_2813,0
zdjecie_2814,3
zdjecie_2815,0
zdjecie_2816,0
zdjecie_2817,0
zdjecie_2818,0
zdjecie_2819,1
zdjecie_2820,0
zdjecie_2821,2
zdjecie_2822,0
zdjecie_2823,3
zdjecie_2824,0
zdjecie_2825,0
zdjecie_2826,2
zdjecie_2827,2
zdjecie_2828,4
zdjecie_2829,3
zdjecie_2830,1
zdjecie_2831,1
zdjecie_2832,3
zdjecie_2833,3
zdjecie_2834,2
zdjecie_2835,0
zdjecie_2836,3
zdjecie_2837,3
zdjecie_2838,1
zdjecie_2839,0
zdjecie_2840,3
zdjecie_2841,0
zdjecie_2842,3
zdjecie_2843,0
zdjecie_2844,0
zdjecie_2845,1
zdjecie_2846,1
zdjecie_2847,0
zdjecie_2848,2
zdjecie_2849,3
zdjecie_2850,0
zdjecie_2851,0
zdjecie_2852,1
zdjecie_2853,0
zdjecie_2854,3
zdjecie_2855,0
zdjecie_2856,1
zdjecie_2857,0
zdjecie_2858,2
zdjecie_2859,1
zdjecie_2860,4
zdjecie_2861,3
zdjecie_2862,1
zdjecie_2863,3
zdjecie_2864,0
zdjecie_2865,2
zdjecie_2866,1
zdjecie_2867,1
zdjecie_2868,1
zdjecie_2869,2
zdjecie_2870,2
zdjecie_2871,0
zdjecie_2872,2
zdjecie_2873,1
zdjecie_2874,0
zdjecie_2875,0
zdjecie_2876,2
zdjecie_2877,2
zdjecie_2878,0
zdjecie_2879,3
zdjecie_2880,4
zdjecie_2881,2
zdjecie_2882,2
zdjecie_2883,2
zdjecie_2884,0
zdjecie_2885,2
zdjecie_2886,0
zdjecie_2887,2
zdjecie_2888,1
zdjecie_2889,2
zdjecie_2890,2
zdjecie_2891,3
zdjecie_2892,1
zdjecie_2893,2
zdjecie_2894,2
zdjecie_2895,1
zdjecie_2896,2
zdjecie_2897,0
zdjecie_2898,0
zdjecie_2899,2
zdjecie_2900,3
zdjecie_2901,0
zdjecie_2902,0
zdjecie_2903,3
zdjecie_2904,2
zdjecie_2905,0
zdjecie_2906,1
zdjecie_2907,3
zdjecie_2908,0
zdjecie_2909,1
zdjecie_2910,1
zdjecie_2911,3
zdjecie_2912,2
zdjecie_2913,2
zdjecie_2914,1
zdjecie_2915,0
zdjecie_2916,1
zdjecie_2917,0
zdjecie_2918,1
zdjecie_2919,0
zdjecie_2920,1
zdjecie_2921,2
zdjecie_2922,2
zdjecie_2923,0
zdjecie_2924,0
zdjecie_2925,3
zdjecie_2926,3
zdjecie_2927,2
zdjecie_2928,3
zdjecie_2929,2
zdjecie_2930,2
zdjecie_2931,0
zdjecie_2932,0
zdjecie_2933,2
zdjecie_2934,1
zdjecie_2935,2
zdjecie_2936,0
zdjecie_2937,2
zdjecie_2938,2
zdjecie_2939,3
zdjecie_2940,0
zdjecie_2941,3
zdjecie_2942,0
zdjecie_2943,0
zdjecie_2944,2
zdjecie_2945,0
zdjecie_2946,0
zdjecie_2947,4
zdjecie_2948,0
zdjecie_2949,0
zdjecie_2950,1
zdjecie_2951,2
zdjecie_2952,0
zdjecie_2953,2
zdjecie_2954,0
zdjecie_2955,1
zdjecie_2956,0
zdjecie_2957,1
zdjecie_2958,0
zdjecie_2959,0
zdjecie_2960,0
zdjecie_2961,1
zdjecie_2962,3
zdjecie_2963,3
zdjecie_2964,2
zdjecie_2965,2
zdjecie_2966,3
zdjecie_2967,3
zdjecie_2968,2
zdjecie_2969,0
zdjecie_2970,0
zdjecie_2971,0
zdjecie_2972,0
zdjecie_2973,3
zdjecie_2974,2
zdjecie_2975,2
zdjecie_2976,0
zdjecie_2977,1
zdjecie_2978,3
zdjecie_2979,1
zdjecie_2980,3
zdjecie_2981,0
zdjecie_2982,4
zdjecie_2983,2
zdjecie_2984,0
zdjecie_2985,0
zdjecie_2986,1
zdjecie_2987,2
zdjecie_2988,0
zdjecie_2989,2
zdjecie_2990,2
zdjecie_2991,2
zdjecie_2992,3
zdjecie_2993,0
zdjecie_2994,2
zdjecie_2995,0
zdjecie_2996,2
zdjecie_2997,0
zdjecie_2998,2
zdjecie_2999,0
zdjecie_3000,0
zdjecie_3001,2
zdjecie_3002,2
zdjecie_3003,3
zdjecie_3004,3
zdjecie_3005,0
zdjecie_3006,3
zdjecie_3007,0
zdjecie_3008,2
zdjecie_3009,2
zdjecie_3010,2
zdjecie_3011,2
zdjecie_3012,2
zdjecie_3013,2
zdjecie_3014,0
zdjecie_3015,0
zdjecie_3016,0
zdjecie_3017,1
zdjecie_3018,2
zdjecie_3019,2
zdjecie_3020,0
zdjecie_3021,1
zdjecie_3022,1
zdjecie_3023,1
zdjecie_3024,2
zdjecie_3025,0
zdjecie_3026,2
zdjecie_3027,3
zdjecie_3028,0
zdjecie_3029,2
zdjecie_3030,2
zdjecie_3031,3
zdjecie_3032,2
zdjecie_3033,2
zdjecie_3034,0
zdjecie_3035,2
zdjecie_3036,0
zdjecie_3037,0
zdjecie_3038,1
zdjecie_3039,4
zdjecie_3040,1
zdjecie_3041,1
zdjecie_3042,0
zdjecie_3043,2
zdjecie_3044,1
zdjecie_3045,3
zdjecie_3046,1
zdjecie_3047,0
zdjecie_3048,0
zdjecie_3049,0
zdjecie_3050,3
zdjecie_3051,0
zdjecie_3052,3
zdjecie_3053,2
zdjecie_3054,3
zdjecie_3055,2
zdjecie_3056,0
zdjecie_3057,2
zdjecie_3058,3
zdjecie_3059,2
zdjecie_3060,1
zdjecie_3061,2
zdjecie_3062,2
zdjecie_3063,2
zdjecie_3064,2
zdjecie_3065,2
zdjecie_3066,1
zdjecie_3067,0
zdjecie_3068,1
zdjecie_3069,0
zdjecie_3070,2
zdjecie_3071,3
zdjecie_3072,3
zdjecie_3073,2
zdjecie_3074,3
zdjecie_3075,0
zdjecie_3076,0
zdjecie_3077,1
zdjecie_3078,2
zdjecie_3079,0
zdjecie_3080,2
zdjecie_3081,2
zdjecie_3082,1
zdjecie_3083,0
zdjecie_3084,0
zdjecie_3085,2
zdjecie_3086,3
zdjecie_3087,3
zdjecie_3088,0
zdjecie_3089,1
zdjecie_3090,0
zdjecie_3091,2
zdjecie_3092,2
zdjecie_3093,1
zdjecie_3094,0
zdjecie_3095,3
zdjecie_3096,3
zdjecie_3097,1
zdjecie_3098,2
zdjecie_3099,0
zdjecie_3100,1
zdjecie_3101,3
zdjecie_3102,0
zdjecie_3103,0
zdjecie_3104,1
zdjecie_3105,0
zdjecie_3106,1
zdjecie_3107,3
zdjecie_3108,0
zdjecie_3109,3
zdjecie_3110,2
zdjecie_3111,3
zdjecie_3112,2
zdjecie_3113,3
zdjecie_3114,2
zdjecie_3115,1
zdjecie_3116,1
zdjecie_3117,3
zdjecie_3118,1
zdjecie_3119,2
zdjecie_3120,0
zdjecie_3121,1
zdjecie_3122,3
zdjecie_3123,4
zdjecie_3124,2
zdjecie_3125,3
zdjecie_3126,0
zdjecie_3127,4
zdjecie_3128,0
zdjecie_3129,2
zdjecie_3130,1
zdjecie_3131,4
zdjecie_3132,4
zdjecie_3133,2
zdjecie_3134,1
zdjecie_3135,2
zdjecie_3136,2
zdjecie_3137,2
zdjecie_3138,4
zdjecie_3139,0
zdjecie_3140,0
zdjecie_3141,2
zdjecie_3142,0
zdjecie_3143,0
zdjecie_3144,2
zdjecie_3145,3
zdjecie_3146,2
zdjecie_3147,3
zdjecie_3148,0
zdjecie_3149,1
zdjecie_3150,2
zdjecie_3151,0
zdjecie_3152,4
zdjecie_3153,3
zdjecie_3154,2
zdjecie_3155,1
zdjecie_3156,0
zdjecie_3157,2
zdjecie_3158,0
zdjecie_3159,0
zdjecie_3160,1
zdjecie_3161,2
zdjecie_3162,3
zdjecie_3163,2
zdjecie_3164,2
zdjecie_3165,1
zdjecie_3166,2
zdjecie_3167,0
zdjecie_3168,2
zdjecie_3169,0
zdjecie_3170,2
zdjecie_3171,3
zdjecie_3172,2
zdjecie_3173,1
zdjecie_3174,0
zdjecie_3175,3
zdjecie_3176,1
zdjecie_3177,1
zdjecie_3178,3
zdjecie_3179,3
zdjecie_3180,0
zdjecie_3181,3
zdjecie_3182,0
zdjecie_3183,3
zdjecie_3184,2
zdjecie_3185,1
zdjecie_3186,1
zdjecie_3187,2
zdjecie_3188,3
zdjecie_3189,2
zdjecie_3190,2
zdjecie_3191,2
zdjecie_3192,1
zdjecie_3193,1
zdjecie_3194,1
zdjecie_3195,0
zdjecie_3196,1
zdjecie_3197,1
zdjecie_3198,1
zdjecie_3199,2
zdjecie_3200,2
zdjecie_3201,2
zdjecie_3202,2
zdjecie_3203,3
zdjecie_3204,2
zdjecie_3205,2
zdjecie_3206,2
zdjecie_3207,2
zdjecie_3208,1
zdjecie_3209,3
zdjecie_3210,3
zdjecie_3211,2
zdjecie_3212,0
zdjecie_3213,1
zdjecie_3214,3
zdjecie_3215,1
zdjecie_3216,3
zdjecie_3217,2
zdjecie_3218,2
zdjecie_3219,1
zdjecie_3220,1
zdjecie_3221,0
zdjecie_3222,2
zdjecie_3223,1
zdjecie_3224,0
zdjecie_3225,0
zdjecie_3226,2
zdjecie_3227,1
zdjecie_3228,0
zdjecie_3229,0
zdjecie_3230,1
zdjecie_3231,2
zdjecie_3232,2
zdjecie_3233,0
zdjecie_3234,3
zdjecie_3235,0
zdjecie_3236,1
zdjecie_3237,2
zdjecie_3238,3
zdjecie_3239,1
zdjecie_3240,3
zdjecie_3241,0
zdjecie_3242,2
zdjecie_3243,0
zdjecie_3244,2
zdjecie_3245,3
zdjecie_3246,0
zdjecie_3247,2
zdjecie_3248,2
zdjecie_3249,0
zdjecie_3250,1
zdjecie_3251,0
zdjecie_3252,3
zdjecie_3253,2
zdjecie_3254,1
zdjecie_3255,0
zdjecie_3256,1
zdjecie_3257,2
zdjecie_3258,0
zdjecie_3259,0
zdjecie_3260,1
zdjecie_3261,2
zdjecie_3262,2
zdjecie_3263,1
zdjecie_3264,0
zdjecie_3265,3
zdjecie_3266,2
zdjecie_3267,2
zdjecie_3268,1
zdjecie_3269,1
zdjecie_3270,1
zdjecie_3271,1
zdjecie_3272,0
zdjecie_3273,2
zdjecie_3274,3
zdjecie_3275,2
zdjecie_3276,3
zdjecie_3277,1
zdjecie_3278,2
zdjecie_3279,1
zdjecie_3280,3
zdjecie_3281,2
zdjecie_3282,2
zdjecie_3283,3
zdjecie_3284,3
zdjecie_3285,1
zdjecie_3286,2
zdjecie_3287,1
zdjecie_3288,2
zdjecie_3289,0
zdjecie_3290,2
zdjecie_3291,2
zdjecie_3292,2
zdjecie_3293,2
zdjecie_3294,2
zdjecie_3295,0
zdjecie_3296,1
zdjecie_3297,1
zdjecie_3298,0
zdjecie_3299,1
zdjecie_3300,2
zdjecie_3301,2
zdjecie_3302,4
zdjecie_3303,3
zdjecie_3304,3
zdjecie_3305,1
zdjecie_3306,2
zdjecie_3307,3
zdjecie_3308,3
zdjecie_3309,3
zdjecie_3310,2
zdjecie_3311,0
zdjecie_3312,4
zdjecie_3313,1
zdjecie_3314,3
zdjecie_3315,3
zdjecie_3316,0
zdjecie_3317,1
zdjecie_3318,0
zdjecie_3319,1
zdjecie_3320,2
zdjecie_3321,1
zdjecie_3322,3
zdjecie_3323,0
zdjecie_3324,3
zdjecie_3325,1
zdjecie_3326,1
zdjecie_3327,0
zdjecie_3328,1
zdjecie_3329,0
zdjecie_3330,1
zdjecie_3331,0
zdjecie_3332,0
zdjecie_3333,4
zdjecie_3334,2
zdjecie_3335,2
zdjecie_3336,0
zdjecie_3337,3
zdjecie_3338,0
zdjecie_3339,2
zdjecie_3340,2
zdjecie_3341,2
zdjecie_3342,2
zdjecie_3343,3
zdjecie_3344,0
zdjecie_3345,1
zdjecie_3346,0
zdjecie_3347,1
zdjecie_3348,0
zdjecie_3349,1
zdjecie_3350,0
zdjecie_3351,0
zdjecie_3352,1
zdjecie_3353,0
zdjecie_3354,2
zdjecie_3355,1
zdjecie_3356,0
zdjecie_3357,2
zdjecie_3358,1
zdjecie_3359,2
zdjecie_3360,0
zdjecie_3361,2
zdjecie_3362,2
zdjecie_3363,2
zdjecie_3364,2
zdjecie_3365,1
zdjecie_3366,1
zdjecie_3367,2
zdjecie_3368,0
zdjecie_3369,4
zdjecie_3370,0
zdjecie_3371,2
zdjecie_3372,4
zdjecie_3373,2
zdjecie_3374,0
zdjecie_3375,2
zdjecie_3376,0
zdjecie_3377,1
zdjecie_3378,1
zdjecie_3379,2
zdjecie_3380,1
zdjecie_3381,0
zdjecie_3382,3
zdjecie_3383,3
zdjecie_3384,0
zdjecie_3385,1
zdjecie_3386,0
zdjecie_3387,2
zdjecie_3388,3
zdjecie_3389,0
zdjecie_3390,0
zdjecie_3391,2
zdjecie_3392,3
zdjecie_3393,2
zdjecie_3394,0
zdjecie_3395,0
zdjecie_3396,2
zdjecie_3397,3
zdjecie_3398,0
zdjecie_3399,0
zdjecie_3400,2
zdjecie_3401,1
zdjecie_3402,0
zdjecie_3403,2
zdjecie_3404,2
zdjecie_3405,0
zdjecie_3406,2
zdjecie_3407,2
zdjecie_3408,2
zdjecie_3409,1
zdjecie_3410,3
zdjecie_3411,2
zdjecie_3412,0
zdjecie_3413,1
zdjecie_3414,2
zdjecie_3415,2
zdjecie_3416,1
zdjecie_3417,3
zdjecie_3418,4
zdjecie_3419,3
zdjecie_3420,0
zdjecie_3421,3
zdjecie_3422,1
zdjecie_3423,2
zdjecie_3424,0
zdjecie_3425,1
zdjecie_3426,1
zdjecie_3427,2
zdjecie_3428,0
zdjecie_3429,3
zdjecie_3430,2
zdjecie_3431,3
zdjecie_3432,1
zdjecie_3433,3
zdjecie_3434,1
zdjecie_3435,3
zdjecie_3436,1
zdjecie_3437,0
zdjecie_3438,1
zdjecie_3439,0
zdjecie_3440,2
zdjecie_3441,4
zdjecie_3442,1
zdjecie_3443,1
zdjecie_3444,0
zdjecie_3445,1
zdjecie_3446,2
zdjecie_3447,1
zdjecie_3448,3
zdjecie_3449,1
zdjecie_3450,1
zdjecie_3451,1
zdjecie_3452,3
zdjecie_3453,1
zdjecie_3454,2
zdjecie_3455,3
zdjecie_3456,0
zdjecie_3457,1
zdjecie_3458,1
zdjecie_3459,3
zdjecie_3460,1
zdjecie_3461,3
zdjecie_3462,3
zdjecie_3463,0
zdjecie_3464,2
zdjecie_3465,2
zdjecie_3466,0
zdjecie_3467,2
zdjecie_3468,0
zdjecie_3469,2
zdjecie_3470,1
zdjecie_3471,1
zdjecie_3472,0
zdjecie_3473,1
zdjecie_3474,0
zdjecie_3475,4
zdjecie_3476,2
zdjecie_3477,3
zdjecie_3478,1
zdjecie_3479,0
zdjecie_3480,0
zdjecie_3481,2
zdjecie_3482,2
zdjecie_3483,2
zdjecie_3484,2
zdjecie_3485,0
zdjecie_3486,2
zdjecie_3487,0
zdjecie_3488,2
zdjecie_3489,2
zdjecie_3490,2
zdjecie_3491,0
zdjecie_3492,1
zdjecie_3493,2
zdjecie_3494,0
zdjecie_3495,2
zdjecie_3496,2
zdjecie_3497,0
zdjecie_3498,3
zdjecie_3499,0
zdjecie_3500,3
zdjecie_3501,3
zdjecie_3502,3
zdjecie_3503,0
zdjecie_3504,0
zdjecie_3505,1
zdjecie_3506,0
zdjecie_3507,0
zdjecie_3508,2
zdjecie_3509,1
zdjecie_3510,0
zdjecie_3511,0
zdjecie_3512,1
zdjecie_3513,0
zdjecie_3514,3
zdjecie_3515,1
zdjecie_3516,2
zdjecie_3517,2
zdjecie_3518,0
zdjecie_3519,2
zdjecie_3520,3
zdjecie_3521,3
zdjecie_3522,2
zdjecie_3523,1
zdjecie_3524,0
zdjecie_3525,0
zdjecie_3526,0
zdjecie_3527,0
zdjecie_3528,0
zdjecie_3529,0
zdjecie_3530,0
zdjecie_3531,2
zdjecie_3532,1
zdjecie_3533,0
zdjecie_3534,1
zdjecie_3535,0
zdjecie_3536,1
zdjecie_3537,2
zdjecie_3538,0
zdjecie_3539,0
zdjecie_3540,0
zdjecie_3541,3
zdjecie_3542,2
zdjecie_3543,3
zdjecie_3544,0
zdjecie_3545,2
zdjecie_3546,2
zdjecie_3547,1
zdjecie_3548,0
zdjecie_3549,3
zdjecie_3550,0
zdjecie_3551,2
zdjecie_3552,1
zdjecie_3553,1
zdjecie_3554,2
zdjecie_3555,1
zdjecie_3556,2
zdjecie_3557,0
zdjecie_3558,3
zdjecie_3559,1
zdjecie_3560,0
zdjecie_3561,1
zdjecie_3562,4
zdjecie_3563,3
zdjecie_3564,1
zdjecie_3565,3
zdjecie_3566,1
zdjecie_3567,3
zdjecie_3568,2
zdjecie_3569,1
zdjecie_3570,3
zdjecie_3571,2
zdjecie_3572,1
zdjecie_3573,2
zdjecie_3574,0
zdjecie_3575,0
zdjecie_3576,3
zdjecie_3577,1
zdjecie_3578,0
zdjecie_3579,0
zdjecie_3580,0
zdjecie_3581,2
zdjecie_3582,2
zdjecie_3583,1
zdjecie_3584,4
zdjecie_3585,1
zdjecie_3586,2
zdjecie_3587,0
zdjecie_3588,0
zdjecie_3589,1
zdjecie_3590,0
zdjecie_3591,2
zdjecie_3592,2
zdjecie_3593,3
zdjecie_3594,1
zdjecie_3595,2
zdjecie_3596,1
zdjecie_3597,2
zdjecie_3598,1
zdjecie_3599,3
zdjecie_3600,3
zdjecie_3601,3
zdjecie_3602,2
zdjecie_3603,0
zdjecie_3604,0
zdjecie_3605,0
zdjecie_3606,0
zdjecie_3607,1
zdjecie_3608,0
zdjecie_3609,2
zdjecie_3610,2
zdjecie_3611,2
zdjecie_3612,4
zdjecie_3613,2
zdjecie_3614,2
zdjecie_3615,2
zdjecie_3616,2
zdjecie_3617,1
zdjecie_3618,3
zdjecie_3619,2
zdjecie_3620,1
zdjecie_3621,0
zdjecie_3622,3
zdjecie_3623,0
zdjecie_3624,2
zdjecie_3625,0
zdjecie_3626,3
zdjecie_3627,0
zdjecie_3628,4
zdjecie_3629,2
zdjecie_3630,2
zdjecie_3631,0
zdjecie_3632,3
zdjecie_3633,1
zdjecie_3634,3
zdjecie_3635,3
zdjecie_3636,0
zdjecie_3637,1
zdjecie_3638,3
zdjecie_3639,2
zdjecie_3640,4
zdjecie_3641,3
zdjecie_3642,0
zdjecie_3643,3
zdjecie_3644,1
zdjecie_3645,2
zdjecie_3646,0
zdjecie_3647,0
zdjecie_3648,2
zdjecie_3649,0
zdjecie_3650,2
zdjecie_3651,2
zdjecie_3652,1
zdjecie_3653,0
zdjecie_3654,3
zdjecie_3655,2
zdjecie_3656,0
zdjecie_3657,0
zdjecie_3658,2
zdjecie_3659,0
zdjecie_3660,1
zdjecie_3661,2
zdjecie_3662,1
zdjecie_3663,2
zdjecie_3664,3
zdjecie_3665,0
zdjecie_3666,1
zdjecie_3667,2
zdjecie_3668,1
zdjecie_3669,1
zdjecie_3670,1
zdjecie_3671,3
zdjecie_3672,0
zdjecie_3673,2
zdjecie_3674,2
zdjecie_3675,1
zdjecie_3676,1
zdjecie_3677,1
zdjecie_3678,2
zdjecie_3679,0
zdjecie_3680,1
zdjecie_3681,1
zdjecie_3682,1
zdjecie_3683,0
zdjecie_3684,2
zdjecie_3685,2
zdjecie_3686,4
zdjecie_3687,0
zdjecie_3688,2
zdjecie_3689,1
zdjecie_3690,3
zdjecie_3691,1
zdjecie_3692,2
zdjecie_3693,1
zdjecie_3694,3
zdjecie_3695,2
zdjecie_3696,2
zdjecie_3697,4
zdjecie_3698,3
zdjecie_3699,0
zdjecie_3700,2
zdjecie_3701,1
zdjecie_3702,0
zdjecie_3703,0
zdjecie_3704,1
zdjecie_3705,1
zdjecie_3706,3
zdjecie_3707,2
zdjecie_3708,2
zdjecie_3709,1
zdjecie_3710,1
zdjecie_3711,3
zdjecie_3712,0
zdjecie_3713,2
zdjecie_3714,2
zdjecie_3715,1
zdjecie_3716,3
zdjecie_3717,2
zdjecie_3718,2
zdjecie_3719,0
zdjecie_3720,2
zdjecie_3721,2
zdjecie_3722,2
zdjecie_3723,0
zdjecie_3724,0
zdjecie_3725,0
zdjecie_3726,1
zdjecie_3727,3
zdjecie_3728,0
zdjecie_3729,1
zdjecie_3730,0
zdjecie_3731,0
zdjecie_3732,2
zdjecie_3733,2
zdjecie_3734,1
zdjecie_3735,2
zdjecie_3736,0
zdjecie_3737,2
zdjecie_3738,1
zdjecie_3739,0
zdjecie_3740,0
zdjecie_3741,1
zdjecie_3742,2
zdjecie_3743,2
zdjecie_3744,2
zdjecie_3745,1
zdjecie_3746,0
zdjecie_3747,0
zdjecie_3748,2
zdjecie_3749,2
zdjecie_3750,0
zdjecie_3751,0
zdjecie_3752,0
zdjecie_3753,2
zdjecie_3754,3
zdjecie_3755,3
zdjecie_3756,0
zdjecie_3757,1
zdjecie_3758,4
zdjecie_3759,0
zdjecie_3760,2
zdjecie_3761,2
zdjecie_3762,2
zdjecie_3763,0
zdjecie_3764,2
zdjecie_3765,4
zdjecie_3766,4
zdjecie_3767,1
zdjecie_3768,1
zdjecie_3769,4
zdjecie_3770,0
zdjecie_3771,1
zdjecie_3772,2
zdjecie_3773,2
zdjecie_3774,1
zdjecie_3775,0
zdjecie_3776,2
zdjecie_3777,4
zdjecie_3778,2
zdjecie_3779,0
zdjecie_3780,4
zdjecie_3781,2
zdjecie_3782,1
zdjecie_3783,0
zdjecie_3784,1
zdjecie_3785,3
zdjecie_3786,0
zdjecie_3787,3
zdjecie_3788,2
zdjecie_3789,1
zdjecie_3790,4
zdjecie_3791,3
zdjecie_3792,1
zdjecie_3793,2
zdjecie_3794,3
zdjecie_3795,2
zdjecie_3796,0
zdjecie_3797,2
zdjecie_3798,2
zdjecie_3799,0
zdjecie_3800,0
zdjecie_3801,0
zdjecie_3802,2
zdjecie_3803,0
zdjecie_3804,2
zdjecie_3805,3
zdjecie_3806,2
zdjecie_3807,3
zdjecie_3808,1
zdjecie_3809,2
zdjecie_3810,0
zdjecie_3811,1
zdjecie_3812,3
zdjecie_3813,0
zdjecie_3814,3
zdjecie_3815,2
zdjecie_3816,2
zdjecie_3817,3
zdjecie_3818,3
zdjecie_3819,4
zdjecie_3820,2
zdjecie_3821,4
zdjecie_3822,2
zdjecie_3823,0
zdjecie_3824,0
zdjecie_3825,1
zdjecie_3826,2
zdjecie_3827,1
zdjecie_3828,2
zdjecie_3829,3
zdjecie_3830,2
zdjecie_3831,3
zdjecie_3832,1
zdjecie_3833,3
zdjecie_3834,3
zdjecie_3835,0
zdjecie_3836,2
zdjecie_3837,1
zdjecie_3838,1
zdjecie_3839,0
zdjecie_3840,3
zdjecie_3841,0
zdjecie_3842,1
zdjecie_3843,0
zdjecie_3844,3
zdjecie_3845,1
zdjecie_3846,1
zdjecie_3847,2
zdjecie_3848,0
zdjecie_3849,2
zdjecie_3850,2
zdjecie_3851,2
zdjecie_3852,0
zdjecie_3853,3
zdjecie_3854,3
zdjecie_3855,2
zdjecie_3856,0
zdjecie_3857,1
zdjecie_3858,2
zdjecie_3859,3
zdjecie_3860,2
zdjecie_3861,2
zdjecie_3862,2
zdjecie_3863,0
zdjecie_3864,2
zdjecie_3865,1
zdjecie_3866,0
zdjecie_3867,2
zdjecie_3868,0
zdjecie_3869,1
zdjecie_3870,0
zdjecie_3871,3
zdjecie_3872,3
zdjecie_3873,2
zdjecie_3874,3
zdjecie_3875,0
zdjecie_3876,2
zdjecie_3877,2
zdjecie_3878,1
zdjecie_3879,0
zdjecie_3880,2
zdjecie_3881,3
zdjecie_3882,2
zdjecie_3883,0
zdjecie_3884,1
zdjecie_3885,1
zdjecie_3886,0
zdjecie_3887,2
zdjecie_3888,3
zdjecie_3889,2
zdjecie_3890,0
zdjecie_3891,2
zdjecie_3892,0
zdjecie_3893,3
zdjecie_3894,0
zdjecie_3895,0
zdjecie_3896,1
zdjecie_3897,4
zdjecie_3898,1
zdjecie_3899,3
zdjecie_3900,2
zdjecie_3901,0
zdjecie_3902,2
zdjecie_3903,0
zdjecie_3904,0
zdjecie_3905,3
zdjecie_3906,3
